51195,153177,85
51186,67778,34
51149,155954,85
51124,809945,56
51116,186381,85
51092,80831,34
51053,566705,33
51034,559963,33
51029,714156,46
51028,436553,41
51019,781456,56
50997,522586,33
50997,711575,46
50985,249237,73
50971,438992,41
50968,766014,46
50953,109226,34
50944,637923,47
50927,513023,33
50918,819802,56
50917,429783,41
50903,727351,46
50893,183704,85
50881,336852,50
50877,703122,46
50869,570724,33
50861,337953,50
50849,120123,34
50816,721718,46
50802,395113,50
50792,185436,85
50778,386430,50
50777,94067,34
50776,538018,33
50775,462945,41
50762,695736,46
50756,720518,46
50751,122532,85
50727,221407,73
50716,823287,56
50703,520619,33
50694,452262,41
50609,187445,85
50558,140518,85
50537,438483,41
50530,848174,56
50524,677631,47
50502,156496,85
50484,772747,46
50466,728994,46
50465,151849,85
50454,188440,85
50452,95128,34
50434,251338,73
50404,334674,52
50394,364735,50
50378,750031,46
50376,885248,63
50352,90820,34
50346,199122,85
50339,808911,56
50327,593688,47
50315,924215,63
50283,385623,50
50283,200440,85
50268,600001,47
50258,735305,46
50224,468662,80
50206,629782,47
50201,76920,34
50170,97951,34
50169,717895,46
50165,643908,47
50146,720507,46
50103,408980,41
50087,194391,85
50085,786522,56
50084,695014,46
50066,256416,73
50053,457819,41
50052,898770,63
50048,194607,85
49978,695550,46
49976,66872,34
49975,143308,85
49956,884475,63
49955,478543,80
49952,168883,85
49950,150184,85
49942,722130,46
49940,391244,50
49935,167723,85
49932,447140,41
49920,745352,46
49908,435984,41
49875,400995,50
49862,104224,34
49854,364173,50
49850,270039,73
49846,166342,85
49846,536149,33
49844,108377,34
49839,698106,46
49838,442119,41
49820,624071,47
49812,913073,63
49810,202765,85
49808,322377,52
49804,828160,56
49799,363841,50
49798,648818,47
49795,790928,56
49794,425876,41
49785,725596,46
49776,518552,33
49770,87315,34
49769,820315,56
49757,439313,41
49744,757096,46
49696,84505,34
49673,605217,47
49619,904307,63
49605,63464,34
49597,633482,47
49593,503658,80
49583,497507,80
49571,911520,63
49555,113528,34
49549,346188,50
49526,563424,33
49525,161922,85
49510,68667,34
49491,819974,56
49409,914593,63
49373,809387,56
49361,133437,85
49336,841025,56
49324,66200,34
49317,923156,63
49317,647136,47
49315,572992,33
49281,717470,46
49271,188011,85
49261,49080,34
49221,433107,41
49210,547831,33
49209,883875,63
49208,818382,56
49205,594276,47
49197,286979,73
49175,746395,46
49140,814853,56
49137,820643,56
49126,738698,46
49100,439444,41
49098,260295,73
49073,353700,50
49057,347647,50
49050,623478,47
49045,724378,46
49044,739954,46
49016,665011,47
49016,456167,41
49006,916048,63
48984,442636,41
48981,42319,34
48964,382556,50
48959,114182,34
48938,652510,47
48930,275169,73
48902,56116,34
48901,878399,63
48899,286350,73
48876,311996,52
48864,709733,46
48860,87726,34
48856,435176,41
48834,40712,34
48833,210719,85
48803,68191,34
48789,558986,33
48784,345434,50
48782,100969,34
48773,917428,63
48741,532330,33
48725,696360,46
48710,122140,85
48702,653513,47
48699,809653,56
48696,716655,46
48689,361869,50
48680,646964,47
48626,155209,85
48626,749189,46
48601,733169,46
48569,737390,46
48562,112846,34
48560,198952,85
48525,844516,56
48497,921220,63
48483,896391,63
48422,180146,85
48415,425199,41
48389,897601,63
48383,769292,46
48372,110701,34
48360,902006,63
48360,786205,56
48358,285053,73
48358,67825,34
48351,169062,85
48339,351019,50
48303,719864,46
48258,204854,85
48255,738224,46
48251,532219,33
48229,542600,33
48178,89405,34
48146,703232,46
48134,634132,47
48129,173294,85
48127,723309,46
48127,905852,63
48022,383597,50
48001,598993,47
47991,411225,41
47988,732446,46
47966,829033,56
47952,82864,34
47928,449174,41
47921,414875,41
47910,909891,63
47868,268644,73
47852,119468,34
47833,275875,73
47822,250632,73
47770,85984,34
47764,622221,47
47753,922247,63
47737,476531,80
47726,765997,46
47692,612288,47
47692,601157,47
47687,801633,56
47685,32751,34
47681,64953,34
47676,805660,56
47662,550682,33
47618,897792,63
47593,262038,73
47587,905081,63
47545,812599,56
47531,93026,34
47530,440487,41
47495,868191,63
47480,62952,34
47386,363906,50
47355,252949,73
47347,825046,56
47313,468671,80
47294,643270,47
47283,633108,47
47271,348983,50
47266,242805,73
47246,441965,41
47245,632392,47
47228,109738,34
47165,286664,73
47162,96788,34
47143,249381,73
47118,47146,34
47115,421756,41
47113,795545,56
47055,539030,33
46998,904680,63
46970,918617,63
46966,732374,46
46965,254181,73
46959,909832,63
46892,388380,50
46872,784103,56
46845,166342,85
46818,460009,41
46808,728362,46
46786,915339,63
46777,454905,41
46767,78054,34
46756,757512,46
46751,231611,73
46702,901985,63
46694,630530,47
46651,664428,47
46640,329971,52
46632,640428,47
46610,130888,85
46607,139646,85
46575,556065,33
46574,300449,52
46551,584395,33
46549,500771,80
46533,701505,46
46527,807942,56
46468,294218,73
46449,604874,47
46446,455544,41
46444,497402,80
46434,361561,50
46421,163028,85
46391,848161,56
46378,454648,41
46346,80509,34
46305,453568,41
46295,87406,34
46265,715669,46
46155,25467,34
46099,104317,34
46087,728313,46
46086,659527,47
46062,743526,46
46050,214979,85
46044,188842,85
46036,252936,73
45974,567221,33
45942,323930,52
45934,125727,85
45918,588695,47
45903,407406,41
45871,912380,63
45867,145289,85
45789,137021,85
45784,64226,34
45765,525847,33
45755,252883,73
45717,298740,73
45714,178287,85
45706,164864,85
45698,452159,41
45666,499689,80
45650,910362,63
45640,803221,56
45628,691057,46
45608,751401,46
45583,749271,46
45538,173493,85
45535,829796,56
45531,368206,50
45512,95917,34
45489,348476,50
45388,587668,47
45381,464355,41
45353,324409,52
45345,572352,33
45343,884989,63
45302,787253,56
45288,534896,33
45277,468868,80
45246,267715,73
45236,570736,33
45204,255427,73
45190,725200,46
45185,275048,73
45159,180604,85
45154,699542,46
45146,245427,73
45146,814246,56
45112,645766,47
45103,650528,47
45025,88714,34
45023,366362,50
45021,543149,33
45020,501612,80
44905,243927,73
44904,637469,47
44887,690767,46
44882,625252,47
44882,239386,73
44855,452254,41
44803,720838,46
44799,923950,63
44798,387797,50
44746,190380,85
44738,803622,56
44728,817151,56
44726,86483,34
44590,285442,73
44589,387706,50
44547,361852,50
44516,407336,41
44484,102906,34
44475,553138,33
44390,613911,47
44379,75206,34
44354,908908,63
44331,821617,56
44321,908608,63
44299,360864,50
44272,156197,85
44244,366556,50
44239,771017,46
44232,170298,85
44230,464852,41
44174,749611,46
44168,515932,33
44150,883417,63
44105,363039,50
44035,351090,50
44018,577130,33
44009,933343,63
44002,353330,50
43997,153388,85
43986,86916,34
43955,54841,34
43940,845043,56
43922,71631,34
43922,561088,33
43909,52779,34
43880,536072,33
43877,481047,80
43867,643574,47
43835,799344,56
43825,482470,80
43814,351745,50
43766,337240,50
43762,367119,50
43739,448048,41
43736,75747,34
43716,210379,85
43713,800554,56
43712,668231,47
43671,375646,50
43642,805300,56
43637,934648,63
43609,688214,46
43595,668128,47
43566,547554,33
43551,747082,46
43541,263283,73
43539,358396,50
43535,600101,47
43510,87952,34
43507,564686,33
43445,811658,56
43427,876186,63
43425,540979,33
43425,899337,63
43352,371417,50
43344,643568,47
43336,705979,46
43333,621963,47
43317,608521,47
43305,831366,56
43279,180062,85
43255,808202,56
43254,529455,33
43232,261118,73
43196,440521,41
43179,558977,33
43162,828449,56
43133,802275,56
43128,627674,47
43112,937556,63
43106,960103,63
43094,846859,56
43064,631890,47
43063,248574,73
43059,681439,47
43009,897762,63
42913,613745,47
42888,717523,46
42881,160883,85
42869,460750,41
42824,808485,56
42808,356744,50
42782,859065,56
42741,909246,63
42712,790958,56
42657,743708,46
42656,902405,63
42625,183624,85
42617,43128,34
42602,750970,46
42601,765467,46
42558,818070,56
42522,910362,63
42510,350626,50
42509,206322,85
42426,408114,41
42397,146424,85
42388,892629,63
42268,739060,46
42246,629717,47
42241,545712,33
42240,288342,73
42231,389478,50
42186,794235,56
42165,838286,56
42163,470198,80
42145,309953,52
42144,275925,73
42123,848241,56
42087,308780,52
42068,414918,41
42058,529604,33
42058,721288,46
42054,640846,47
42030,833614,56
42021,220120,73
42011,922545,63
41962,184322,85
41941,722212,46
41896,465599,41
41895,195204,85
41890,572244,33
41861,429781,41
41831,210820,85
41823,615204,47
41789,310273,52
41780,240678,73
41746,803947,56
41715,88960,34
41705,265093,73
41684,550100,33
41533,823070,56
41521,603266,47
41503,829725,56
41475,260168,73
41468,806464,56
41457,506818,33
41456,83106,34
41436,612294,47
41426,30586,34
41323,918335,63
41316,230276,73
41294,157544,85
41262,661227,47
41249,566489,33
41236,610483,47
41218,190962,85
41183,142477,85
41162,759592,46
41157,144403,85
41137,219300,73
41130,294788,73
41090,827857,56
41088,891232,63
41085,165606,85
41078,698823,46
41070,915956,63
41067,268420,73
41022,745900,46
41011,416444,41
41009,811155,56
40998,560687,33
40993,546192,33
40991,907634,63
40985,630228,47
40952,146234,85
40927,354355,50
40918,628937,47
40887,91418,34
40821,528779,33
40793,632895,47
40780,279764,73
40768,152307,85
40722,627313,47
40682,349599,50
40618,466987,41
40595,574582,33
40463,750685,46
40445,258148,73
40434,180166,85
40427,885982,63
40422,440794,41
40409,548527,33
40390,923294,63
40382,82656,34
40374,676420,47
40347,737683,46
40335,364521,50
40329,78371,34
40310,358030,50
40299,590198,47
40283,282540,73
40267,546034,33
40257,737672,46
40255,73157,34
40241,732311,46
40204,813234,56
40183,173815,85
40179,342713,50
40173,831691,56
40170,809428,56
40132,671474,47
40129,77544,34
40096,803903,56
40064,938729,63
40026,894373,63
40018,376079,50
40017,271268,73
39989,698739,46
39981,367465,50
39942,151069,85
39870,80406,34
39822,537623,33
39802,242047,73
39782,550864,33
39748,780284,56
39728,911717,63
39709,535400,33
39699,911305,63
39656,522154,33
39649,263936,73
39647,721511,46
39634,353151,50
39630,357600,50
39591,810610,56
39504,456419,41
39487,274763,73
39442,914848,63
39413,49883,34
39399,185302,85
39398,143560,85
39322,925933,63
39305,539894,33
39301,787012,56
39288,474498,80
39287,524367,33
39217,275441,73
39164,392624,50
39148,818624,56
39122,143556,85
39099,734844,46
39056,583302,33
39016,114922,34
38974,628966,47
38917,349684,50
38896,343979,50
38887,409982,41
38857,809501,56
38853,645222,47
38829,905749,63
38782,266027,73
38775,898433,63
38775,245246,73
38760,44572,34
38755,292316,73
38744,530589,33
38720,57185,34
38671,466955,41
38666,120594,85
38645,268537,73
38644,693237,46
38570,642047,47
38566,725512,46
38544,699219,46
38540,644689,47
38527,719158,46
38502,885826,63
38459,786132,56
38374,477609,80
38335,692938,46
38329,378237,50
38301,347578,50
38278,854365,56
38276,700340,46
38221,259058,73
38212,277389,73
38211,788631,56
38201,955338,63
38192,807927,56
38064,218500,85
38046,271021,73
37966,623060,47
37921,531433,33
37817,384732,50
37773,964295,63
37745,746698,46
37740,254449,73
37716,560023,33
37710,149413,85
37673,274650,73
37607,496596,80
37601,538683,33
37570,215459,85
37540,271590,73
37536,542677,33
37515,182742,85
37478,922426,63
37467,764425,46
37448,260198,73
37397,919008,63
37390,924863,63
37384,125846,85
37331,203066,85
37308,534699,33
37301,545344,33
37296,915476,63
37232,98040,34
37176,707093,46
37165,488034,80
37160,226436,73
37135,156085,85
37056,250300,73
37037,149619,85
37036,784506,56
37031,918299,63
36884,347185,50
36840,69921,34
36834,631497,47
36818,535083,33
36732,911148,63
36727,828451,56
36615,56398,34
36577,45435,34
36553,269620,73
36552,453575,41
36493,806519,56
36484,803347,56
36460,150321,85
36448,797208,56
36423,942220,63
36353,292025,73
36255,261595,73
36198,908172,63
36176,910781,63
36116,600384,47
36088,70339,34
36062,765692,46
36058,493101,80
36052,539481,33
36045,660801,47
36024,649404,47
36017,103696,34
35898,607202,47
35892,339407,50
35864,529589,33
35818,717236,46
35778,787879,56
35747,737666,46
35736,890879,63
35730,171812,85
35653,355334,50
35646,513699,33
35642,619667,47
35617,102595,34
35554,61115,34
35545,359269,50
35543,121657,85
35513,635146,47
35450,635543,47
35432,369570,50
35401,736919,46
35398,654727,47
35397,647239,47
35336,91435,34
35330,37171,34
35206,594085,47
35142,618254,47
35136,722744,46
34994,819074,56
34992,469761,41
34965,896733,63
34912,589729,47
34883,69209,34
34806,85481,34
34768,212546,85
34627,68266,34
34613,179254,85
34600,627289,47
34568,201144,85
34517,772087,46
34508,596044,47
34434,885990,63
34392,363924,50
34366,623559,47
34205,914148,63
34189,518112,33
34098,412920,41
33889,914364,63
33851,651458,47
33838,918976,63
33830,713410,46
33828,447523,41
33748,262245,73
33743,252297,73
33740,145707,85
33688,248592,73
33647,84894,34
33641,332809,50
33613,461880,41
33581,915674,63
33474,243859,73
33467,536927,33
33445,754131,46
33363,387599,50
33356,256879,73
33296,168154,85
33243,147037,85
33205,809754,56
33188,351434,50
33170,560219,33
33129,447363,41
33088,831868,56
33050,923204,63
33050,345936,50
32943,921067,63
32910,650486,47
32842,915476,63
32823,310130,52
32593,195882,85
32553,518430,33
32544,86446,34
32276,912286,63
32238,250857,73
32167,496663,80
32125,614191,47
32121,455414,41
32029,906253,63
32027,895317,63
32024,882653,63
31992,788791,56
31934,745007,46
31919,542327,33
31877,514639,33
31800,635005,47
31788,267477,73
31782,634257,47
31751,874322,63
31749,204908,85
31741,545934,33
31707,137376,85
31619,79163,34
31588,519755,33
31432,622966,47
31420,85640,34
31316,248751,73
31279,284251,73
31277,43140,34
31209,172808,85
31201,167721,85
31124,469373,41
31124,638730,47
31067,485507,80
31047,213949,85
31026,738482,46
31002,250740,73
30960,595832,47
30862,449187,41
30815,791827,56
30786,835565,56
30734,211364,85
30488,472500,41
30410,553891,33
30309,248350,73
30240,624553,47
30210,410979,41
30077,204678,85
30053,656749,47
30047,891451,63
29819,704993,46
29738,312563,52
29610,341089,50
29591,717828,46
29507,933665,63
29439,442702,41
29391,314641,52
29165,651843,47
29158,792618,56
28963,182317,85
28885,238944,73
28859,638016,47
28771,873443,63
28747,177229,85
28694,819742,56
28565,173833,85
28471,827311,56
28470,452079,41
28429,81675,34
28407,91680,34
28384,309184,52
28356,564992,33
28241,180070,85
28208,277737,73
27985,900463,63
27925,901773,63
27835,208220,85
27782,712942,46
27767,366096,50
27753,811718,56
27525,361072,50
27451,280214,73
27436,154769,85
27431,165301,85
27362,79751,34
27358,656490,47
27264,94283,34
27183,720742,46
27128,81936,34
27095,243956,73
26945,655110,47
26823,54084,34
26797,743541,46
26757,343632,50
26644,180665,85
26610,343289,50
26435,623795,47
26338,254708,73
26162,730548,46
26156,289557,73
26112,137487,85
26110,71269,34
25999,264110,73
25958,626300,47
25948,794820,56
25859,541527,33
25804,547345,33
25794,790661,56
25757,769857,46
25648,455575,41
25632,446526,41
25620,559114,33
25527,33044,34
25296,897016,63
25281,109130,34
25219,915687,63
25197,294165,73
25088,446238,41
25001,380450,50
24855,261147,73
24805,496791,80
24735,249178,73
24694,835374,56
24676,596472,47
24674,212531,85
24661,789814,56
24639,477730,80
24615,901553,63
24503,591990,47
24311,903536,63
23915,436010,41
23882,241556,73
23441,901628,63
23435,547197,33
23424,852648,56
23197,216135,85
22454,63280,34
21944,532792,33
21923,186491,85
21837,86607,34
21824,807987,56
21705,90688,34
21605,106147,34
21595,714134,46
21357,471340,41
21057,696902,46
21055,279466,73
21009,816395,56
20991,447550,41
20709,346657,50
20492,481984,80
20360,668758,47
20353,906573,63
19511,61096,34
19489,67756,34
19038,297588,73
18976,43029,34
18522,123230,85
18480,805297,56
18337,102122,34
18028,547182,33
17803,536793,33
17635,242149,73
17406,669558,47
17381,797457,56
17360,185388,85
16931,579004,33
16590,538449,33
16156,899631,63
15993,754505,46
15894,198415,85
15605,370526,50
15591,174560,85
15247,85153,34
14698,125514,85
13978,832223,56
13421,199497,85
12570,848814,56
12232,82854,34
11323,732910,46
11158,646266,47
9992,882078,63
9223,179157,85
8973,32799,34
8118,622660,47
8094,417063,41
6710,620712,47
6700,55676,34
5369,587790,47
1560,67649,34
1371,571976,33
58208,144153,85
58219,840116,56
58236,820137,56
58257,956720,63
58263,530224,33
58263,623165,47
58274,727242,46
58278,537137,33
58283,150737,85
58287,166534,85
58301,197687,85
58307,614237,47
58340,923583,63
58343,908576,63
58356,745186,46
58360,443436,41
58366,445564,41
58369,362649,50
58377,249149,73
58390,441838,41
58398,256159,73
58429,300167,52
58443,77127,34
58456,618788,47
58466,433428,41
58471,646649,47
58473,283990,73
58478,910638,63
58479,457854,41
58484,187345,85
58497,446923,41
58511,257171,73
58518,942131,63
58521,337760,52
58525,891174,63
58531,286700,73
58535,171907,85
58559,89081,34
58572,163074,85
58581,814070,56
58592,162829,85
58604,467185,80
58612,103248,34
58618,795488,56
58629,372490,50
58675,537496,33
58677,396121,50
58686,174803,85
58705,647680,47
58706,831777,56
58712,853866,56
58736,789942,56
58742,248573,73
58749,630436,47
58755,68400,34
58776,650956,47
58778,90821,34
58827,100725,34
58868,684349,46
58882,103312,34
58889,260878,73
58898,619089,47
58922,888928,63
58932,100596,34
58952,368498,50
58960,376582,50
58960,829870,56
58961,604424,47
58972,271546,73
59016,533745,33
59019,366693,50
59025,90174,34
59031,381757,50
59040,375569,50
59050,174467,85
59056,380914,50
59058,543055,33
59061,461825,41
59061,812568,56
59062,116888,34
59064,255652,73
59068,180432,85
59072,805447,56
59077,533088,33
59091,448085,41
59097,704361,46
59108,441518,41
59132,90323,34
59139,233759,73
59156,610744,47
59158,290622,73
59163,426635,41
59167,901602,63
59181,439762,41
59191,136850,85
59214,86819,34
59217,658904,47
59221,809381,56
59235,182207,85
59240,394075,50
59241,889481,63
59245,437209,41
59258,179191,85
59258,531377,33
59262,762570,46
59285,70313,34
59287,730872,46
59288,512562,33
59293,733984,46
59304,667733,47
59304,619462,47
59307,826640,56
59317,340280,50
59320,350920,50
59325,89501,34
59342,152950,85
59349,613143,47
59363,735456,46
59365,942674,63
59372,341994,50
59397,432476,41
59403,458162,41
59423,751412,46
59459,756661,46
59466,921188,63
59468,320318,52
59474,262676,73
59475,615286,47
59486,119634,34
59494,661537,47
59519,680784,47
59520,452736,41
59522,291126,73
59527,73378,34
59531,270527,73
59535,711474,46
59538,797795,56
59548,455374,41
59550,467661,80
59563,727877,46
59569,503657,80
59569,434203,41
59579,279280,73
59636,178233,85
